id,author,volume,title,institution,venue,address,publisher,year,pages,editor,note,month
763,michael kearns.,,the computational complexity of machine learning.,,,,"mit press,",1990,,,,
764,michael kearns.,,the computational complexity of machine learning.,,,,"mit press,",1990,,,,
765,michael kearns.,,the computational complexity of machine learning.,,,,"mit press,",1990,,,,
766,michael kearns.,,the computational complexity of machine learning.,,,,"mit press,",1990,,,,
767,m. kearns.,,the computational complexity of machine learning.,"harvard university,","phd thesis,",,,1989,,,to be published by mit press in the acm distinguished dissertation series.,
768,"kearns, m.",,the computational complexity of machine learning.,,,,the mit press.,(1990).,,,,
769,michael j. kearns.,,the computational complexity of machine learning.,,,"cambridge, massachusetts,","mit press,",1990,,,,
770,"kearns, m.",,the computational complexity of machine learning.,,,"cambridge, ma:",mit press.,-1990,,,,
771,michael j. kearns.,,the computational complexity of machine learning.,,,"cambridge, ma,","mit press,",1990,,,,
772,m. j. kearns.,,the computational complexity of machine learning.,,acm distinguished dissertation series.,"cambridge, ma.,","the mit press,",1989,,,,
773,"kearns, m.",,the computational complexity of machine learning.,,,,the mit press.,(1990).,,,,
774,m.j. kearns.,,the computational complexity of machine learning.,,,"cambridge, ma (1990).","mit press,",,,,,
775,m. kearns.,,the computational complexity of machine learning.,"harvard university,","doctoral dissertation,",,,1989,,,to be published by mit press.,
776,michael kearns.,,the computational complexity of machine learning.,"harvard university center for research in computing technology,","phd thesis,",,,1989,,,,may
777,"michael j. kearns,",,"the computational complexity of machine learning,",,,"boston, ma,","mit press,",1990,,,,
778,kearns m. j.:,,"the computational complexity of machine learning,",,,,"mit press,",1989,,,,
779,j. p. kearns and j. e. payne.,,performance evaluation of protocols for distributed systems: an alternative to message counting.,,"in proceedings of the winter simulation conference,",,,1990,"pages 441-445,",,,
780,m. kearns and r. schapire.,,(1990) efficient distribution-free learning of probabilistic concepts.,,proceedings of the 31st annual symposium on foundations of computer science (pp.,,,,382-391).,,to appear in jcss.,
781,"kearns, m. & schapire, r.",,efficient distribution-free learning of probabilistic concepts.,,proceedings of the 31st annual symposium on the foundations of computer science (pp.,,ieee computer society press.,(1990).,382-391).,,,
782,"kearns, m. j. & schapire, r. e.",,efficient distribution-free learning of probabilistic concepts.,,31st annual symposium on foundations of computer science (pp.,,,(1990).,382-391).,,"to appear, journal of computer and system sciences.",
783,"kearns, m. j. and r. e. schapire.","volume i,",efficient distribution-free learning of probabilistic concepts.,,"in proceedings of the thirty-first annual symposium on foundations of computer science,",,ieee.,1990,pages 382-391.,,,
784,"kearns, m. j. and schapire, r. e.",,efficient distribution-free learning of probabilistic concepts.,,in proceedings focs-90.,,,(1990).,,,,
785,m. j. kearns and r. e. schapire.,,efficient distribution-free learning of probabilistic concepts.,,"in proc. of the 31st symposium on the foundations of comp. sci.,","ca,","ieee computer society press, los alamitos,",1990,pages 382-391.,,,
786,m. j. kearns and r. e. schapire.,,efficient distribution-free learning of probabilistic concepts.,,"in 31st annual symposium on foundations of computer science,",,,1990,"pages 382-391,",,,
787,m. j. kearns and r. e. schapire.,,efficient distribution-free learning of probabilistic concepts.,,"in proc. of the 31st symposium on the foundations of comp. sci.,","ca,","ieee computer society press, los alamitos,",1990,pages 382-391.,,,
788,"m. j. kearns and r. e. schapire,",,"'efficient distribution-free learning of probabilistic concepts,'",,"proceedings of the 31st annual ieee symposium on foundations of computer science (october 1990),",,,,382-391.,,,
789,michael j. kearns and robert e. schapire.,,efficient distribution-free learning of probabilistic concepts.,,"in 31st annual symposium on foundations of computer science,",,,1990,"pages 382-391,",,"to appear, journal of computer and system sciences.",october
790,m. j. kearns and r. e. schapire.,,efficient distribution-free learning of probabilistic concepts.,,"in proc. of the 31st symposium on the foundations of comp. sci.,","ca,","ieee computer society press, los alamitos,",1990,pages 382-391.,,,
791,michael j. kearns and robert e. schapire.,,efficient distribution-free learning of probabilistic concepts.,,"in 31st annual symposium on foundations of computer science,",,,1990,"pages 382-391,",,,
792,michael j. kearns and robert e. schapire.,"volume i,",efficient distribution-free learning of probablistic concepts.,,"in proceedings of the thirty-first annual symposium on foundations of computer science,",,"ieee,",1990,pages 382-391.,,,
793,m. j. kearns and r. e. schapire.,,efficient distribution-free learning of probabilistic concepts.,,"in 31st annual symposium on foundations of computer science,",,,1990,"pages 382-391,",,"to appear, journal of computer and system sciences.",october
794,m. j. kearns and r. e. schapire.,,efficient distribution-free learning of probabilistic concepts.,,"in proc. of the 31st symposium on the foundations of comp. sci.,","ca,","ieee computer society press, los alamitos,",1990,pages 382-391.,,,
795,m. j. kearns and r. e. shapire.,,efficient distribution-free learning of probabilistic concepts.,,"in focs-90,",,,1990,,,,
796,m. kearns and r. schapire.,,efficient distribution-free learning of probabilistic concepts.,,"in ieee symposium on the foundations of computer science,",,,1990,,,,
797,m. kearns and r. shapire.,,efficient distribution-free learning of probabilistic concepts.,,"in focs-90,",,,1990,,,,
798,michael j. kearns and robert e. schapire.,,efficient distribution-free learning of probabilistic concepts.,,"in proceedings of the thirty-first annual symposium on founda--tions of computer science,",,"ieee,",1990,pages 382-391.,,,
799,michael kearns and robert e. shapire.,,efficient distribution-free learning of probabilistic concepts.,,"in proceedings of the 31st symposium on foundation of computer science,",,,1990,,,,october
800,michael kearns and robert schapire.,,efficient distribution-free learning of probabilistic concepts.,,"proceedings of ieee symposium on foundations of computer science,",,,1990,,,,"october,"
801,"m. j. kearns and r. e. schapire,",,"'efficient distribution-free learning of probabilistic concepts,'",,"proceedings of 31st annual ieee symposium on foundations of computer science (october 1990),",,,,382-391.,,,
802,"m. j. kearns and r. e. schapire,",,"'efficient distribution-free learning of probabilistic concepts,'",,"proceedings of the 31st annual ieee symposium on foundations of computer science (october 1990),",,,,382-391.,,,
803,michael j. kearns and robert e. schapire.,,efficient distribution-free learning of probabilistic concepts.,,"in 31st annual symposium on foundations of computer science,",,,1990,"pages 382-391,",,,
804,"kearns, m.",,oblivious pac learning of concepts hierarchies.,,"in proc. of the national conference on artificial intelligence (1992),",,,1992,pp. 215-222.,,,
805,"kearns, m.",,oblivious pac learning of concepts hierarchies.,,"in proceedings of the national conference on artificial intelligence,",,,1992,215-222.,,,
806,"kearns, m.",,oblivious pac learning of concepts hierarchies.,,"in proceedings of the national conference on artificial intelligence,",,,1992,pages 215-222.,,,
807,"kearns, m. j., r. e. schapire, and l. m. sellie.",,toward efficient agnostic learning.,,"in proc. 5th annu. workshop on comput. learning theory,","new york, ny.","acm press,",1992,pages 341-352.,,,
808,"kearns, m. j., schapire, r. e., & sellie, l. m.",,toward efficient agnostic learning.,,"in proceedings of the fifth acm workshop on computational learning theory,","pittsburgh, pa.",acm press.,(1992).,"(pp. 341-352),",,,
809,"kearns, m. j., schapire, r. e., and sellie, l. m.",,toward efficient agnostic learning.,,"in proceedings of the fifth annual acm workshop on computational learning theory (1992),",,,1992,pp. 341-352.,,,
810,"kearns, m.j., schapire, r.e., and sellie, l.m.",,toward efficient agnostic learning.,,in proc. 5th annu. workshop on comput. learning theory.,,,(1992).,,,,
811,"m. kearns, r. schapire, , and l. sellie.",,toward efficient agnostic learning.,,"in proceedings of the fifth annual acm workshop on computational learning theory (colt-92),","pittsburgh, pennsylvania, july 1992.",acm press.,,,,,
812,"m. j. kearns, r. e. schapire, and l. m. sellie.",,toward efficient agnostic learning.,,"proceedings of the fifth annual acm workshop on computational learning theory,","new york,","acm press,","1992,",pp. 341-352.,,,
813,"kearns, m., schapire, r., and sellie, l.",,(1992) toward efficient agnostic learning.,,in proc. 5th ann. workshop on computational learning theory.,"pittsburgh, pa:",morgan kaufmann.,,,,,
814,"michael j. kearns, robert e. schapire, and linda m. sellie.",,toward efficient agnostic learning.,,"in fifth annual workshop on computational learning theory,",,,1992,"pages 341-352,",,,
815,"m. j. kearns, r. e. schapire, and l. m. sallie,",,"toward efficient agnostic learning,",,"in 'proceedings of the 5th annual workshop on computational learning theory,",,,"1992,'",pp. 341-353.,,,
816,"michael j. kearns, robert e. schapire, and linda m. sellie.",,toward efficient agnostic learning.,,"in proceedings of the fifth annual acm workshop on computational learning theory,",,,1992,"pages 341-352,",,,july
817,"m. j. kearns, r. e. schapire, and l. m. sellie.",,toward efficient agnostic learning.,,"in proceedings of the fifth annual acm workshop on computational learning theory,",,,1992,"pages 341-352,",,,
818,"m. kearns, r. schapire and l. sellie,",,towards efficient agnostic learning.,,,"colt,",,1992,,,,
819,"m. kearns, r. schapire and l. sellie,",,towards efficient agnostic learning.,,,"colt,",,1992,,,,
820,"m. j. kearns, r. e. schapire, and l. m. sellie.",,toward efficient agnostic learning.,,"in 5th colt,",,,1992,"pages 341-352,",,,
821,"m. j. kearns, r. e. schapire, and l. m. sellie.",,toward efficient agnostic leaning.,,"in proceedings colt-92,",,"acm press,",1992,pages 341-352.,,,
822,"m.j. kearns, r.e. schapire and l.m. sellie,",,'toward agnostic learning'.,,"proc. 5th ann. workshop on computational learning theory,",,acm press (1992) 341-352.,,,,,
823,"m. j. kearns, r. e. schapire, and l. m. sellie.",,toward efficient agnostic learning.,,"in proc. 5th annu. workshop on comput. learning theory,","new york, ny,","acm press,",1992,pages 341-352.,,,
824,"m. j. kearns, r. e. schapire, and l. m. sellie.",,toward efficient agnostic learning.,,"in proceedings of the 5th annual workshop on computational learning theory,","new york, ny,","acm press,",1992,pages 341-352.,,,
825,"m. j. kearns, r. e. schapire, l. m. sellie,",341 - 352.,"toward efficient agnostic learning,",,"proc. of the 5th acm workshop on computational learning theory, 1992,",,,,,,,
826,"m. j. kearns, r. e. schapire, and l. m. sellie.",,toward efficient agnostic leaning.,,"in proceedings colt-92,",,"acm press,",1992,pages 341-352.,,,
827,"m. j. kearns, r. e. schapire, and l. m. sellie.",,toward efficient agnostic learning.,,"in proc. 5th annu. workshop on comput. learning theory,",,"acm press,",1992,pages 341-352.,,,
828,"m. j. kearns, r. e. schapire, and l. m. sellie.",,toward efficient agnostic learning.,,"in proc. 5th workshop on computational learning theory,","new york, ny,","acm press,",1992,pages 341-352.,,,53
829,"m. j. kearns, r. e. schapire, and l. m. sellie.",,toward efficient agnostic learning.,,"in proceedings of the fifth annual acm workshop on computational learning theory,",,,1992,"pages 341-352,",,,86
830,"m. kearns, e. schapire and l. sellie,",,toward efficient agnostic learning.,,proc. of 5th annual acm conference on computational learning theory (1992) 341-352.,,,,,,,
831,"m. kearns, r.e. schapire, and l.m. sellie.",,toward efficient agnostic learning.,,"in acm workshop on computational learning theory,",,,1992,"pages 341-352,",,,
